"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"Problem with Apple Pay","https://itunes.apple.com/us/reviews/id23002004","MrBlanston","3.434.10005","1","Now
Keeps taking 1-2 subsequent attempts to get an Apple Pay charge to work. Since the problem only happens here I’m assuming it’s the Über app and not the Apple Card.

Previously 
Watch app keeps saying I have to log in.
I’m logged in.",2021-01-05 03:23:59
"Customer service does not exist for fraudulent charges.","https://itunes.apple.com/us/reviews/id140932963","do not use bc fraud","3.434.10005","1","Almost 200$ of fraudulent charges, they have no number to call, they do not respond to help requests. Worst service ever. Just use LYFT. Having to go through my back to block charges because no response from Uber.",2021-01-05 02:47:47
"NOT GOOD IN WINTER","https://itunes.apple.com/us/reviews/id1035397734","Xbollkjb","3.434.10005","3","I usually use uber all year round and live in Chicago but ever since Covid the prices are Ridiculous. 1. There is no ride share 2. No wait and save. Lyft at least has a wait and save and prices aren’t as ridiculous. Uber really tries to rob you during the winter times... not cool.",2021-01-04 23:11:16
"Your ride is now a higher price mess","https://itunes.apple.com/us/reviews/id216197048","Mrssavy1","3.434.10005","1","My ride yesterday ended up going from 54 dollars to 73 dollars because of this terrible feature. I can’t tell if it’s a glitch or greed but it makes the prices ridiculously higher and it causes a delay in getting a ride by way too long!! I was at the airport for an extra HOUR and 30 minutes waiting to get an overpriced ride only for them to charge me significantly more anyways and I would like an explanation for the issue. EVERY TIME I try to use the Uber app now it keeps telling me my ride is at a higher price and it’s ridiculous I almost can’t use the app anymore. And the app is perfectly up to date for me thanks. Still messing up",2021-01-04 21:50:22
"Fraudulent charges","https://itunes.apple.com/us/reviews/id405585256","Danceguy09","3.434.10005","1","Obviously you’ve been hacked on New Years Eve 2020... and you refuse to deal with fraudulent charges made to my now canceled debit card. I will not be giving you business in the future. Zero stars if I could.",2021-01-04 17:47:15
"Racist Driver","https://itunes.apple.com/us/reviews/id830810533","DeL Palm","3.434.10005","1","Before I start this review I would like to say that I find it very idiotic that as big of a corporation that Uber is,that they do not provide an actual customer service or corporate number for a customer to speak to a representative over the phone,but you have to go through an app instead of actually having someone hear your concerns out… Last Thursday 12/31/2020 I had an extremely rude and racist Uber driver Verbally cuss me and my employee out,referring to us as “GoodWill brand Ni***rs” all because he couldn’t communicate outside of a preschool grade level. So instead of being able to speak to a representative and file a complaint on their associate’s behavior,I’m met with a bunch of runaround contacts...Anyways I can only identify the driver through his FL License plate #764TXL in a silver Mercedes-Benz C class sedan I do hope the driver learns that when working for a business you are expected to act accordingly and all actions do have consequences...I do apologize that it took me resorting to the actual app to file a complaint then to actually be met with a customer representative if only Uber had one.",2021-01-04 13:57:09
"I wanna my cash back","https://itunes.apple.com/us/reviews/id1080629671","carla Tamayo","3.434.10005","1","Yesterday I contacted Uber service and I paid my ride automatically and until now the ride didn’t pick up me, this application is a sheet, hard to understand, and no service.<U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621>",2021-01-04 10:21:52
"Pathetic customer service","https://itunes.apple.com/us/reviews/id240086424","K-Elwood","3.434.10005","1","For a company as popular as Uber you would think there would be an easy way to talk to someone so they can help fix a problem with their service. I had a lot of faith in Uber’s ability to get me from the airport home but, I had a ridiculous experience today. While at lax I tried to get a ride home today and it said the price would be 41-49$ so I requested a ride. Then as I waited at the Uber pickup they couldn’t seem to find me a driver, for nearly an hour I waited until they found one but it was 165$. So I declined the up charge. After a few ridiculous prices surcharges offers by the app I eventually agreed to take a ride for 81$. I had been waiting for about an hour an a half so I took the nearly 2x price of what they kept showing me on my phone when initially requested a ride. Now I had a nice driver and don’t want his promised money taken away but, I agreed to a pay 81$ price but they charged my card for 87$. In the grand scheme it’s not that much money difference but I think it’s ridiculous that they don’t have a system to even hear me out so I can explain what happened. It’s terrible that you can agree to a certain price and be charged something else without any way of it being challenged. I went through all of the different support options on the app and they wouldn’t do anything. Please give a phone number I can contact you at or something because this is ba and while I understand surge pricing is the whole business model I don’t think it’s part of the business model to change the price of the ride once you have already taken it.",2021-01-04 08:31:42
"False accusations of no masks","https://itunes.apple.com/us/reviews/id146603233","Abby83736","3.434.10005","1","I got a recent email threatening me with account deactivation for not wearing a mask in a recent Uber. This is false - I have worn masks in all my Uber rides since the pandemic began and there is no way to contest this charge. 

I appreciate ubers mask policy. I would not ride Uber if masks were not required. But users should
not be punished for drivers incorrect reports.",2021-01-04 03:11:18
"Annoying","https://itunes.apple.com/us/reviews/id26263624","Kenny.yaki","3.434.10005","1","This app constantly lies to you about how long it’s going to take you to get picked up. Also will mislead on price of rice. Lyft isn’t great either most times I would rather walk",2021-01-04 02:08:39
"trash rn","https://itunes.apple.com/us/reviews/id593828859","moni1233","3.434.10005","1","the app fell off",2021-01-03 23:56:03
"Sneaky attempts at raising prices","https://itunes.apple.com/us/reviews/id280589093","Rich11212","3.434.10005","1","Uber app offering me my $25 ride for $100+ or asking me to wait longer. Never seen this before and it is a horrible sneaky way to try to take money from existing customers - will be switching to Lyft",2021-01-03 21:46:45
"No Profiles Settings","https://itunes.apple.com/us/reviews/id182286671","Ricfsantos","3.434.10005","4","The most recent version is missing the profile settings. I’m not able to edit or add family members on my family profile. How I can have the profiles settings back?",2021-01-03 21:38:28
"Drivers","https://itunes.apple.com/us/reviews/id550125118","IcyApplicious","3.434.10005","1","So one driver I had was pretty nice, but decided to not end the trip after dropping me off, charged me 30 dollars for a 8 dollar trip, and most of the drivers are ok and I thought this was a one time thing. Nope, most of them accept the trip and don’t even show up! I needed to get to work quickly and after 20 minutes of them going somewhere else, I said screw it. Lyft is way better!",2021-01-03 20:08:56
"Decepcionada","https://itunes.apple.com/us/reviews/id1150044855","Vilma cu","3.434.10005","1","No sirve solo para robar dinero me han cobrado 40$ segun porque ocurrió un desastre que terrible jamás vuelvo a usar esta aplicación piensan que uno recoge el dinero.",2021-01-03 19:53:09
"Worst customer service of all time","https://itunes.apple.com/us/reviews/id104206758","Kai L M","3.434.10005","1","I really am not one to write app reviews but the customer service associated with the uber app has been a nightmare. I have been trying to get an issue resolved that stemmed from an error with their app redeeming uber cash from uber credit card rewards. They just continuously send the same automated messages and they tried to mark my issue as resolved multiple times without ever doing anything about it. On top of it all I am an uber gold member so this is allegedly their “priority support”. Really the worst customer service I have ever dealt with.",2021-01-03 19:39:42
"Uber service","https://itunes.apple.com/us/reviews/id1173741014","ttffdswsffghuuuhferf","3.434.10005","2","Is frustrating to know how good they have been and how bad it gets now.  The app is constantly glitching.",2021-01-03 19:09:07
"Uber is a savior","https://itunes.apple.com/us/reviews/id1216764903","Vincentspeaksbest","3.434.10005","5","Never bought a car and Uber had helped me commute every single day ever since I moved to Chicago. I have Uber Pass and I’m happy with the service.",2021-01-03 18:01:02
"9.99 monthly nowhere to cancel!!!!","https://itunes.apple.com/us/reviews/id459417449","juliakal","3.434.10005","1","Will not cancel after free week. 
No contact mail/phone!",2021-01-03 12:13:38
"Too expensive","https://itunes.apple.com/us/reviews/id241194535","Milly2nat","3.434.10005","2","I’ve used Uber since the dawn of time . It was a great app. But now it got way too expensive. I have this issue with Lyft too. But I be getting Ubers to go down the freken street for $20 so i have to have  both apps on just to compare prices. It’s sad but I with it was priced fair .",2021-01-03 07:42:58
"Uber is pricey","https://itunes.apple.com/us/reviews/id442859787","Didn't go on it yet","3.434.10005","3","I think Uber is great and all and i have nothing to complain about of the drivers. However I find it annoying and money wasting that I can’t cancel a ride immediately without being fined. If the driver is hella far and I want to try to find another ride I can’t cancel right away without being charged. Lyft actually lets me cancel immediately if I didn’t want it. Lyft is more of a money saving than uber.",2021-01-03 06:35:59
"Uber","https://itunes.apple.com/us/reviews/id1130186634","jayshon212","3.434.10005","1","Why are there no riders all of a sudden hmmm <U+0001F9D0>",2021-01-03 01:47:48
"Cancellations","https://itunes.apple.com/us/reviews/id372976168","Aaliyah™","3.434.10005","2","Uber has really been irritating me lately. I used Uber to get to work and other destinations of course. But I’ll order an Uber at a perfect time, to where I’m not late for work, but when I go to order the Uber the closest car would be about 10 mins away from me (which is perfect btw) but for some reason, I kept getting cars that were OVER 20 mins away (making me late for work). I just had this problem, I would cancel and cancel until I got a closer car, BUT THE SAME PERSON THAT WAS SUPER FAR KEPT ACCEPTING ME. I cancelled like 7 times (taking up my time) and I still couldn’t get away from that person. That is dangerous and Uber needs to change that. If you cancel on a person ATLEAST twice, then that car shouldn’t be an option for you anymore. I had to personally text that person to stop accepting me because they are too far. But once they stopped accepting me, well I got another Uber that was still over 20 mins away and I had to settle because all the cancelling was just wasting my time. Uber you should make it a priority for people to get the cars closer to them, and if there are none, then make the further cars available.",2021-01-02 23:09:09
"Stop charging me!!!","https://itunes.apple.com/us/reviews/id1082243231","sheesh youre annoying","3.434.10005","1","Please do not charge me until you have confirmed a ride that will be able to pick me up. It is an inconvenience for me to have the company take my money without knowing if there will be a driver available for me or not. Y’all owe me so much money for rides I never got.",2021-01-02 23:05:45
"Me rechaza la forma de pago","https://itunes.apple.com/us/reviews/id1213901745","CR7NIC","3.434.10005","1","Mal aplicación me rechaza la forma de pago de tarjeta de regalo",2021-01-02 19:33:01
"Dirty & Wrong","https://itunes.apple.com/us/reviews/id653947046","Nicknameatnite","3.434.10005","1","Most drivers drive like idiots. You’ll be left at an instant & they are mostly unprofessional. If your a driver the passengers can make accusations of any sort & you will be placed on hold for up to 48 hrs. Uber doesn’t require proof you did something wrong, just an accusation. They will punish you first, investigate if it’s true, them reactive or permanently suspended you.  Finally, if the accuser made a false allegation, they might suspend them. But you will definitely be punished for being accused.",2021-01-02 17:35:33
"Awful Service","https://itunes.apple.com/us/reviews/id32661708","Chrisintj","3.434.10005","1","Uber works beautifully but when you have a problem, absolutely forget about getting help. There is no humanly way to get ahold of a person. You get the pleasure of going through loop after loop with no help in sight. SO FRUSTRATING!!!!!",2021-01-02 16:29:02
"Don’t use Uber.","https://itunes.apple.com/us/reviews/id901344438","smaugthedestyr","3.434.10005","1","Scheduled a ride last night for work this morning just to get bailed on 5 minutes before being scheduled to pick up. Thanks for nothing.",2021-01-02 12:03:50
"Pickup issues","https://itunes.apple.com/us/reviews/id1066370755","ar252001","3.434.10005","1","This app has glitches and told my drivers to pick me up at addresses miles away",2021-01-02 11:57:40
"Robbed by a driver","https://itunes.apple.com/us/reviews/id1216062547","humorist47","3.434.10005","1","I use Uber to get to my job at an assisted living facility. Come to find out a driver falsely said I’d left something in his car. Apparently this cost me 15 dollars but never left anything in a car. Apparently when you are robbed the clock starts ticking when Uber will even review your complaint. Apparently I was too late and this driver got away with robbing me. Guess being too busy caring for the elderly during a pandemic to double or triple check their drivers aren’t stealing from customers is not a good enough reason but hey they told me if it happens again be a bit faster with my complaint . If it happens again?! 
Update: Support reached out after telling me tough luck a number of times. Will keep results posted here. Update: so first they say nothing they can do after 30 days and now it 90 days. Uber is allowing their drivers to steal from customers. Horrible service.",2021-01-02 06:54:42
"Poor service don’t care about customers","https://itunes.apple.com/us/reviews/id22456538","willgunnz","3.434.10005","1","Glad your Uber drivers can see the length of the trip and cancel the ride at the last minute at no penalty. Glad weren’t deemed hourly workers in Cali, absolute bums, horrible",2021-01-02 05:26:46
"Messy Messy","https://itunes.apple.com/us/reviews/id713966699","yanbeastmode","3.434.10005","2","I use to prefer Uber over Lyft. Now neither seem reliable in getting any rides at all. Either they boost their prices way too high just for a 10 minute trip (I'm talking 40$ just to get somewhere that usually cost 15$) as well as whenever I really need an Uber, like an urgent need cause I have no transportation they never have any drivers available. The app say anywhere at anytime, yet they need to change it to anywhere depending on the distance and anytime that isn't late night cause they really blowing minds",2021-01-02 04:53:54
"Not enough drivers","https://itunes.apple.com/us/reviews/id798963114","JJax11","3.434.10005","1","No matter where I am, or what time it is there’s never “drivers in my area” whenever I need to Uber",2021-01-02 02:22:26
"Idiots!","https://itunes.apple.com/us/reviews/id415483575","Hccucdhchcxyc","3.434.10005","1","Worst App ever and you are THIEVES!!!",2021-01-01 23:59:06
"Free offer","https://itunes.apple.com/us/reviews/id810421958","$$Heaven","3.434.10005","2","If I’m not eligible for the offer Stop flooding my email with this false information <U+0001F621><U+0001F621><U+0001F621>",2021-01-01 23:17:47
"Issue after issue.","https://itunes.apple.com/us/reviews/id1154041628","backthenlue","3.434.10005","1","The mapping of current location is wrong lots of times and when corrected manually it never sticks. Downloaded Lyft and it’s much better.  You can actually manually put where you are standing so that the driver comes to you.  Now trying to get my canx fees refunded back to me, because the drivers canx after waiting 1 min in a wrong location, has been a task.",2021-01-01 17:04:10
"Great and nice drivers.","https://itunes.apple.com/us/reviews/id440829764","Mchuthie","3.434.10005","5","I have gotten great and really nice drivers able to pick me up to get me to and from work on time. But now I’m being told that all drivers are busy please wait a minute which means for me I have to exit out of the Uber app and go back in order to request a ride which should take less than 60 seconds to find a driver to get me to work without pissing me off",2021-01-01 12:10:02
"Pedro","https://itunes.apple.com/us/reviews/id500635841","angxhsbabdga","3.434.10005","1","This app is a waste of money use Lyft instead",2021-01-01 09:56:40
"Uber is trash","https://itunes.apple.com/us/reviews/id964925319","anaaaaaarioS","3.434.10005","1","I’ve always had bad experiences, too much money and they always send me drivers that are 27 min away ? Like what’s the point if I have to wait half an hour for a driver. Uber is a joke try another app.",2021-01-01 04:25:41
"Uber","https://itunes.apple.com/us/reviews/id888999764","Judenel","3.434.10005","4","The app is great 
I just hate when I request a ride and I cancel it because the driver hasn’t move for 10 minutes and they charge me anyway.",2021-01-01 04:23:53
"Ridiculous","https://itunes.apple.com/us/reviews/id32494958","1999JP","3.434.10005","1","I hate this app and company. But unfortunately it’s only slightly better than Lyft, so I still use it when in a pinch. I was reported by a driver that I “wasn’t wearing a mask.” Which was false. I work in an IMU with COVID patients. The last thing I would do is risk someone’s safety. Now, I have to submit a picture of myself wearing a mask to get a ride. Ridiculous.",2021-01-01 04:13:18
"Absolutely disappointed with the app","https://itunes.apple.com/us/reviews/id241262869","Sc7100","3.434.10005","1","Never had an issue until recently when my cards got erased from my account and tried adding them back on and it still won’t let me. Contacted support multiple times and all I got was they’re working on it.",2021-01-01 02:59:16
"A wonderful app most of the time","https://itunes.apple.com/us/reviews/id1172227089","Holden McRotch","3.434.10005","4","This app works with me 90% of 50% of the time, and it’s amazing when it does. It’s saved my job a time or three, because I have a bad habit of leaving my wallet at home. However, it seems that it often leaves me hanging when I need a ride. Usually I can find a ride anyways but still, I have a 5-star rating and I seriously still can’t get a ride, just because I’m not going out-of-state? I can’t always pester a friend to drive me around, but I guess I was mistaken believing that this app would be consistent. Again, wonderful app but it seems to fail me a lot.",2021-01-01 02:03:45
"Family profile","https://itunes.apple.com/us/reviews/id36771927","Game girl 100","3.434.10005","1","Unfortunately I cannot add a family member for family sharing because the option does not show up in settings.  I have tried deleting the app and reinstalling  and the option in settings for family sharing is nonexistent",2020-12-31 23:09:03
"Costumer service is weak","https://itunes.apple.com/us/reviews/id510717726","Shsuhs","3.434.10005","3","Waiting for a response takes forever. Been charged $65.00, money I didn't had. The Uber driver refused to let me clean up my own mess so he can charge me so much. Was a minor spill that could have easily been wiped. Even came back to the car to offer the guy to clean it myself but he refused to let me clean it. I don't understand why the Uber Driver did that. We had a great conversation, he was very polite and professional and didn't got angry about it at all. It was a leather seat too with a minor spill. I could have wiped it myself without issue. 

Fees are way too much and way too risky to ride with Uber. Carrying food often and even can track mud inside a car will let them rob you of their money. They can still charge you for that, as I read online. 

I wish the service was better because it wasn't like I was intentionally trying to ruin this guy car. I can't even pay him.",2020-12-31 18:32:01
"Need -no smokers- car option","https://itunes.apple.com/us/reviews/id23189610","madsss777","3.434.10005","3","There have been many times that I’ve gotten into a car where the driver was a heavy smoker. And for me to cancel and then order another Uber, after already waiting 20 mins, would make me late. They need to create a better way. I understand you can text the driver and request a non smoking vehicle but they don’t always read their messages.",2020-12-31 17:56:42
"annoying","https://itunes.apple.com/us/reviews/id1146858850","allythefarmer","3.434.10005","1","so when you first download uber you can’t even log into an existing account, you have to create one.. as soon as it realizes the information you’re typing in is already linked with an account, it says “account already exists” and doesn’t let you click anything that says “log into existing account”. so i’m trying to figure out another way to login maybe seeing what it does when i use my facebook to log in instead.. nope it just says “you’ve opted out of receiving SMS notifications, to re-opt, text *specific word* to *specific number*”. and that’s exactly what i do. then i go back to the app and NOTHING happens, so i retry using my facebook now that i’ve enabled SMS.. and it says “sorry, too many requests” GIRL WHAT! i guess now i can’t use uber.",2020-12-31 14:32:36
"Can't sign in to existing account","https://itunes.apple.com/us/reviews/id550769439","Groenbaek","3.434.10005","1","As the title says. I put in my phone number and email. I'm told the email is already in use and don't give me an option to sign in... Great when you need it right now",2020-12-31 09:28:03
"Terrible","https://itunes.apple.com/us/reviews/id1217650376","sxg39120","3.434.10005","1","Do away with driver completing a ride nearby or atleast have a cap on the wait time. I just waited 30 min for a ride from a driver, who nearly missed two exits & swerved over at the last minute on my ride home. Very very disappointed as I am a faithful rider, & supporter of Uber & it’s drivers. The app also needs some work as I would’ve canceled the ride due to the wait time but the app immediately said I would be charged a fee for cancellation. This wasn’t even a full minute after I requested the ride. It is very cold right now & after work I have to get home to care for pets & children so I would appreciate it if my requested Uber can have reasonable wait times or reasonable time frame to cancel.",2020-12-31 07:14:21
"Love it","https://itunes.apple.com/us/reviews/id934301564","lilypadollie84","3.434.10005","4","Love the app but lately it’s been saying no cars available.. Not sure if it’s a glitch or just due to the pandemic.",2020-12-30 20:18:55
"Pésima aplicación.","https://itunes.apple.com/us/reviews/id741593066","usuario regular.","3.434.10005","1","Uber se ha vuelto un pésimo servició, desde hace unas semanas todos los conductores no toman los servicios a tarifa normal, forzando las tarifas dinámicas y así convirtiendo el servicio en un servicio excesivamente caro y malo, no se como se pueda arreglar esto pues los conductores se han vuelto súper mañosos, luego si te aceptan el viaje a tarifa normal te lo cancelan hasta que esté en tarifa dinámica, eh tenido que tomar viajes pagando 4 veces la tarifa normal únicamente por que los conductores así ponen la tarifa, que lastima de servicio que era.",2020-12-30 12:18:32
"You need to be smart with you navigation for bike riders.","https://itunes.apple.com/us/reviews/id144670241","Oldfolky","3.434.10005","1","Keep them off Victoria st and Hoddle st in Melbourne; and any other major thoroughfares. Keep them safe there’s plenty of safe alternative routes that are just as quick.",2020-12-30 08:28:49
"Payment issue","https://itunes.apple.com/us/reviews/id353487547","koolkat2k","3.434.10005","1","Thanks to Uber not accept my card I can not book a ride anymore cause I try to put my card back in and it says payment issue not accept my card which isn't fair I don't have other cards I'm not rich I use Uber sometimes up to 5-6 times a week sometime twice a day now I can't get nothing",2020-12-30 07:17:44
"They overcharge","https://itunes.apple.com/us/reviews/id501743319","Kris Marin","3.434.10005","1","So I took Uber from San Diego to Anaheim it had originally said my price would be between $104-$127 but they ended up charging me $546.55 because they added 5x surcharge and to top it off it was Christmas 12/25 my birthday they ruined my birthday with this high charge. I tried to call customer service but they only have a phone line for drivers not for riders they make it extremely hard to contact them I am so unpleased will never use Uber again.",2020-12-30 04:16:55
"Inconsistent rates","https://itunes.apple.com/us/reviews/id476811242","Matt Rx64","3.434.10005","2","For the last few weeks, Uber has had a repeated habit of dropping rides, raising rates after the ride is confirmed, and generally being delayed. Hopefully they can fix this soon",2020-12-29 22:48:45
"Putos12345","https://itunes.apple.com/us/reviews/id455161991","putos12345","3.434.10005","1","Son bien culeros nunca tienen carros cercanos y están caros",2020-12-29 11:43:37
"Great except when most needed","https://itunes.apple.com/us/reviews/id30706628","Hey, I like bunnies","3.434.10005","1","Works fine often enough, but when things get busy the app keeps promising a ride is nearby, but then it vaporizes without  explanation or apology. Much better luck with Lyft app. Also, the drivers rate you down even when you rate them well.",2020-12-29 01:24:06
"Dishonest and Disgusting","https://itunes.apple.com/us/reviews/id663331949","#NEVERUBER","3.434.10005","1","For half an hour, we tried EVERY UBER SERVICE to take a short trip. Uber FALSELY advertised drop-offs by certain times but DID NOT DELIVER ONCE. Finally, we downloded Lyft and immediately got a car that was two minutes away.",2020-12-29 01:14:38
"Took my money","https://itunes.apple.com/us/reviews/id1194440679","ashton3317643","3.434.10005","1","I ordered groceries and they took my money and never processed the order",2020-12-28 22:16:06
"AK","https://itunes.apple.com/us/reviews/id1087651999","mommyannieis the best ever","3.434.10005","1","I got a gift card-won’t let me take out my old credit card or my old phone number-I can’t move forward to put the gift card in or to request a ride because it’s stuck back where I first signed up",2020-12-28 19:55:15
"Just sad","https://itunes.apple.com/us/reviews/id235166076","Kaythehsl","3.434.10005","1","I started using Uber about 5 years ago when I lived in Miami. It wasn’t great then, but it’s surprisingly declined as far as service. There could be a driver near me, gets my ride, then cancels once they see the distance of my trip. That’s very disappointing, especially when the weathers bad. So therefore, most of my driver are more than 15 minutes away. And sometimes, they even cancel. If we could flag drivers, that would be helpful. I don’t want to be paired with someone determined to go south, when I’m headed north. Do better Uber",2020-12-28 19:23:18
"Not delivering on the promise","https://itunes.apple.com/us/reviews/id426428536","Unterov Nikolay","3.434.10005","1","7:35 am Scheduled a ride to for work to be on time. For 8:15 am. App informs me “Your estimate $22-$27” Sounds good.
8:13 app start telling me there is no cars available, login to confirm your ride at the higher rate $106.... I declined.... $81, I declined again. App starts playing the game of numbers... $96.... $106... $84... I am already outside it’s start raining.
8:15 App informs that there is no driver’s 
Ok... What do I do now?
I try to schedule another ride. App informs me that the funds are not available, change the card. Wow... I open account see Uber pending $27, now I have $13 left on my card. Of course it’s insufficient fund. You took the money, promised me that you will pick me up and drive me to my destination, and screwed me over.
For past 30 minutes trying to see if I can reach Uber support...
-Ride doesn’t exist, so I can’t click on it and app would allow me to tell what went wrong. 
-Can’t message support, no option 
Please do me a favor, don’t tell me you sorry.
Eat your 1 star.",2020-12-28 17:09:14
"Drivers are cheapskates !!","https://itunes.apple.com/us/reviews/id251682141","Cynical_wolf","3.434.10005","1","This is the first time I have got out of my way to write a review because it’s so unbelievable that not even this pandemic are prices OR PEOPLE more reasonable. The worst thing is that I have been late to my job so many times because none of the drivers will take me . It’s always because they want to charge me 30-40$ to take me somewhere that is literally 10 minutes away ?? And if not , the driver is 15-20 minutes away from me. Sometimes if I’m unlucky enough , the Uber cancels after I’ve been waiting forever to arrive . Please find a way to terminate their greedy issue. Some of us can’t afford expensive Uber’s during this pandemic and don’t have nearby transportation methods",2020-12-28 16:06:46
"Greedy rise since pandemic","https://itunes.apple.com/us/reviews/id806645658","doesmt seem essential","3.434.10005","1","This app used to be a very convenient way to get to & from work. But since the pandemic it seems like everyone’s taking advantage & hiking up prices by up to 5x. Seems a little ridiculous for a 5 minute ride to be $40-$50, especially when you work in the medical field & have patients waiting for you to treat them. Another day of missed work because there’s no benefit of paying so much just to work.",2020-12-28 15:30:50
"Price gouging","https://itunes.apple.com/us/reviews/id109206511","J.rosa12","3.434.10005","2","After needing a ride from the airport within 5 minutes the price went from $31 to $57. Just tired of business ripping people off and over charging.",2020-12-28 14:57:12
"Wait fee","https://itunes.apple.com/us/reviews/id530340364","Abner22lee","3.434.10005","1","The Uber app showed like the guy was down the road yet and he was just waiting at the driveway then I got charged about a full dollar when I thought he wasn’t there yet,,, and I also don’t believe in the stupid mask policy,,,!",2020-12-28 10:34:42
"idkk","https://itunes.apple.com/us/reviews/id938930605","ehagensjshkslkrjsjdhs","3.434.10005","2","me and my friend are trying to sneak out of our aunts house and dont have credit cards to put on the app and it wont let us pay with cash",2020-12-28 06:51:28
"Stop Trying To Trick Riders","https://itunes.apple.com/us/reviews/id440258543","angryatlime","3.434.10005","1","Uber has a new feature where, while you’re outside the app, you will get a notification saying “Your ride is now at a higher price. Open the app to accept,” and when you open the app they try to get you to agree to upgrade to an uber comfort or uber black. It’s a completely underhanded tactic.",2020-12-28 05:07:39
"Scam scam scam","https://itunes.apple.com/us/reviews/id111554535","JessaKitten","3.434.10005","1","Uber charged me for a ride a didn’t take for $30. After I emailed them 3x, and they refused the refund, they then accused me of making false statements. That’s just insulting and not customer service. I have been a customer since day 1 and spent thousands of dollars over the years with no complaints and this was the first time I had a dispute. I had a 4.86 rating so clearly no issues in the past. They lost a customer and I will be taking Lyft or via from now on. Don’t get scammed by them! <U+270C><U+0001F3FB>",2020-12-28 04:28:02
"takes me and my drunk friends home very nicely","https://itunes.apple.com/us/reviews/id605339268","adamlover02","3.434.10005","5","whenever my friends and i go out we need rides home because we are very very lit by the end of the night, wether we are going home with with a random guy from the bar or going home crying in my best friends arms, uber always works and is very nice to have. love all my drivers xoxo",2020-12-28 00:17:20
"Horrible","https://itunes.apple.com/us/reviews/id185730252","Shaaaooww!","3.434.10005","1","I don’t think an app should be able to help themselves to your card whenever they please. I had to delete my stuff and the app so I wouldn’t keep getting random Uber charges! Horrible!",2020-12-27 21:05:26
"Ubers promo codes never work","https://itunes.apple.com/us/reviews/id476822796","makenzie123455666","3.434.10005","1","They send out emails for promo codes but they never work! Even with new orders!",2020-12-27 19:33:13
"Check this out’","https://itunes.apple.com/us/reviews/id1203987845","AaronLugones","3.434.10005","1","Amazing app! But the fact that Uber drivers keep canceling my trip and making my trip a little longer isn’t a great way to start off the morning! Please and review with your drivers to not cancel the trips! And make sure not to go to the wrong direction! Thank you!",2020-12-27 11:31:30
"Scheduling a ride for a future date and time","https://itunes.apple.com/us/reviews/id104377497","umsteadg","3.434.10005","2","I have to admit that you have done a piss poor job of programming to schedule a ride on for a future date and time.   It’s rather cryptic to non existent.  How could you be this careless.  The competition does a much better job than Uber does.  When I need to schedule a ride I’m forced to use LYFT based on your inability to create a reasonable option to schedule a future ride.",2020-12-27 03:30:27
"bKash Payment and Ride","https://itunes.apple.com/us/reviews/id600670817","Tanvir9878","3.434.10005","1","There is no direct option in app to raise any complain against drivers. Uber doesn’t take any action against drivers for their mistakes. Worst service in Bangladesh. Drivers ask first where I want to go after that they decide to move. If any drive misbehaved with a client then there is no option to complain against him",2020-12-27 02:00:17
"Cant change pick up location","https://itunes.apple.com/us/reviews/id159204747","3<U+0433><U+0441>","3.434.10005","2","Stupid app wont make me change pick up location , really cant see this on my app, if its possible then make it visible PLEASE!",2020-12-26 23:15:19
"No customer support number. Deleting this app now.","https://itunes.apple.com/us/reviews/id509436350","<U+2764><U+FE0F>D14C<U+2764><U+FE0F>","3.434.10005","1","No customer support. I can’t just call to a representative. This is a horrible service. Will never use or recommend to anyone.",2020-12-26 23:08:33
"Uber is a joke","https://itunes.apple.com/us/reviews/id306672443","sammiekzk","3.434.10005","1","Driver refused to come and when I canceled and ordered another Uber u kept assigning the same person to me which is madness on ur side of u ask me I had to use a different app to get a ride shame on you Uber (FYI) this happened in Nairobi when I was on vacation there 
Most but not all Drivers  won’t even drive towards u unless u call and tell them where ur going the they refuse and ask u to cancel",2020-12-26 17:16:28
"Uber","https://itunes.apple.com/us/reviews/id1202421978","abner23657","3.434.10005","1","This app is so horrible",2020-12-26 12:08:26
"Share uber locayion","https://itunes.apple.com/us/reviews/id1150105013","ayitimarley","3.434.10005","1","I give them one star because what if a parent wants to send their son or daughter at the age of  17 in the  uber  their kid in the uber and the parents dont know if he or she is safe to their destination they are supposed to go while in uber  to thats why i give them one star because the share button is supposed to work in case of emergency",2020-12-25 23:33:35
"Worst support on the market","https://itunes.apple.com/us/reviews/id387334069","Sephc","3.434.10005","1","Talking to Uber support feels like yelling into the void. A driver will scam you with the pickup scam, Uber will still charge you a ton for it, say it’s for “a hold fee” then take out $10 for the driver out of the $40. After that you need to find Ubers support which is a chat system not a call one. They send the same responses every time they don’t read the issue at all. 

TL;DR 
USE DOOR DASH",2020-12-25 22:02:48
"Unreliable","https://itunes.apple.com/us/reviews/id1091385969","bizzlebarz","3.434.10005","1","No drivers",2020-12-25 20:30:36
"Don’t use this app","https://itunes.apple.com/us/reviews/id1166977437","Ripcity45","3.434.10005","1","Over charging horrible service and they have a habit of charging you twice for one ride",2020-12-25 19:05:05
